id,type,properties_json
decision:C3-bhola_1970_peak-S20260830:3,AgentDecision,"{""agent"": ""PhysicsBoundaryAgent"", ""decision"": ""AWAITING_C3_CASE_RESPONSE"", ""facts"": {""c3_layer"": ""L3"", ""c3_stationary_eligible"": true, ""claim"": ""offsite_envelope"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""legacy_value_transfer"": false, ""source_stationarity"": ""stationary_ok""}, ""status"": ""AWAITING_C3_CASE_RESPONSE"", ""step"": 3}"
decision:C3-bhola_1970_peak-S20260830:4,AgentDecision,"{""agent"": ""WarningPolicyAgent"", ""decision"": ""NOT_ARMED"", ""facts"": {""c3_response"": ""NOT_MATERIALIZED"", ""dispatch"": false, ""physics_decision"": ""AWAITING_C3_CASE_RESPONSE""}, ""status"": ""NOT_ARMED"", ""step"": 4}"
case:C3-nargis_2008_peak-S20260830,C3WindCase,"{""U10_mps"": 52.4, ""c3_case_id"": ""C3-nargis_2008_peak-S20260830"", ""c3_claim"": ""offsite_envelope"", ""c3_layer"": ""L3"", ""c3_order"": 23, ""c3_response_state"": ""NOT_MATERIALIZED"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""grade"": ""A"", ""group"": ""G3_bob"", ""gust_mps"": null, ""id"": ""nargis_2008_peak"", ""n"": 23, ""name_cn"": ""2008纳尔吉斯峰值"", ""source_case_index"": 23, ""source_i08_case_id"": ""I08-nargis_2008_peak-S20260805"", ""source_name_cn"": ""气旋纳尔吉斯巅峰"", ""source_stationarity"": ""stationary_ok"", ""stationary"": true, ""wind_pressure_index"": 1.814527}"
authority-record:nargis_2008_peak,SourceAuthorityRecord,"{""Davenport_C"": ""8.0"", ""Iu"": ""0.12"", ""Kaimal_Lu_m"": ""120.0"", ""Kaimal_Lw_m"": ""60.0"", ""U10_sustained_ms"": ""52.4"", ""U_deck_ms"": ""63.97437665850124"", ""case_index"": ""23"", ""category"": ""monsoon"", ""coherence_model"": ""Davenport_exp"", ""confidence"": ""A"", ""derived_seed"": ""20260805"", ""derived_u_component_seed"": ""20260816"", ""derived_w_component_seed"": ""20260834"", ""dt_s"": ""0.05"", ""duration_s"": ""600.0"", ""github_scenario_id"": ""nargis_2008_peak"", ""github_seed_status"": ""NOT_PRESENT_IN_GITHUB_SPECTRAL_SWEEP"", ""gust3s_ms"": """", ""gust3s_role"": ""METADATA_ONLY_NOT_CONSUMED_BY_WIND_GENERATION"", ""i08_case_id"": ""I08-nargis_2008_peak-S20260805"", ""materialization_status"": ""NOT_MATERIALIZED_MATRIX_ONLY"", ""maximum_frequency_hz"": ""5.0"", ""minimum_frequency_hz"": ""0.0016666666666666668"", ""minimum_frequency_policy"": ""GitHub_N_GRID_min_5e-4_Hz_raised_to_1_over_600_for_periodic_600s_record"", ""name_cn"": ""气旋纳尔吉斯巅峰"", ""note_cn"": ""59.7/1.14"", ""region"": ""孟加拉湾/缅甸"", ""representative_event"": ""Nargis 2008-05-02, JTWC 1-min 215 km/h, 伊洛瓦底登陆"", ""sample_count"": ""12000"", ""sigma_u_definition"": ""sigma_u=Iu*U10_not_Iu*U_deck"", ""sigma_w_over_sigma_u"": ""0.5"", ""solver_execution_status"": ""NOT_EXECUTED"", ""source"": ""JTWC via Wikipedia"", ""stationarity"": ""stationary_ok"", ""structural_damping_ratio"": ""0.005"", ""wind_profile"": ""U_deck=U10*ln(60/0.003)/ln(10/0.003)"", ""wind_spectrum"": ""Kaimal""}"
github-event:nargis_2008_peak,GitHubEvent,"{""scenario_id"": ""nargis_2008_peak"", ""source_case_index"": 23, ""source_stationarity"": ""stationary_ok""}"
evidence-bundle:C3-nargis_2008_peak-S20260830,ResultEvidenceBundle,"{""authority_bound"": true, ""c3_response_state"": ""NOT_MATERIALIZED"", ""modal_receipt_bound"": true, ""numerical_response_metrics"": false, ""scope"": ""C3_MODEL_MIGRATION""}"
response:C3-nargis_2008_peak-S20260830,C3CaseResponse,"{""state"": ""NOT_MATERIALIZED"", ""transferred_numeric_values"": false}"
trace:C3-nargis_2008_peak-S20260830,AgentTrace,"{""dispatch"": false, ""final_status"": ""NOT_ARMED""}"
legacy-result:nargis_2008_peak,LegacyResultPointer,"{""case_id"": ""nargis_2008_peak"", ""source_commit"": ""3b135b2c1a1b5c961ce68a101a0414fa0b525d85"", ""source_file_sha256"": ""e5bb379a64a091e8fdb561c7c4689af345d397677aefdd18322bc54db41d1a49"", ""source_i08_case_id"": ""I08-nargis_2008_peak-S20260805"", ""source_model"": ""Double-MCT"", ""source_path"": ""catwalk-fem/ccx-results/CW-CCX-GH43-BUF-20260830-I08-double-mct-rom/results/I08_43CASE_MASTER.csv"", ""source_row_key"": ""I08-nargis_2008_peak-S20260805"", ""use_as_c3_truth"": false}"
decision:C3-nargis_2008_peak-S20260830:1,AgentDecision,"{""agent"": ""AuthorityAgent"", ""decision"": ""C3_CASE_AUTHORITY_CONFIRMED"", ""facts"": {""c3_order"": 23, ""case_id"": ""nargis_2008_peak"", ""grade"": ""A"", ""source_case_index"": 23, ""source_i08_case_id"": ""I08-nargis_2008_peak-S20260805""}, ""status"": ""PASS"", ""step"": 1}"
decision:C3-nargis_2008_peak-S20260830:2,AgentDecision,"{""agent"": ""SolverEvidenceAgent"", ""decision"": ""C3_MODAL_EVIDENCE_BOUND_CASE_RESPONSE_NOT_MATERIALIZED"", ""facts"": {""case_response"": ""NOT_MATERIALIZED"", ""deck_sha256"": ""667c504770b99d4a3c484a114e16bb7c048c883d3a004f3e10dd71536f33dc86"", ""modal_modes"": 14}, ""status"": ""MODAL_EVIDENCE_ONLY"", ""step"": 2}"
decision:C3-nargis_2008_peak-S20260830:3,AgentDecision,"{""agent"": ""PhysicsBoundaryAgent"", ""decision"": ""AWAITING_C3_CASE_RESPONSE"", ""facts"": {""c3_layer"": ""L3"", ""c3_stationary_eligible"": true, ""claim"": ""offsite_envelope"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""legacy_value_transfer"": false, ""source_stationarity"": ""stationary_ok""}, ""status"": ""AWAITING_C3_CASE_RESPONSE"", ""step"": 3}"
decision:C3-nargis_2008_peak-S20260830:4,AgentDecision,"{""agent"": ""WarningPolicyAgent"", ""decision"": ""NOT_ARMED"", ""facts"": {""c3_response"": ""NOT_MATERIALIZED"", ""dispatch"": false, ""physics_decision"": ""AWAITING_C3_CASE_RESPONSE""}, ""status"": ""NOT_ARMED"", ""step"": 4}"
case:C3-amphan_2020_peak-S20260830,C3WindCase,"{""U10_mps"": 63.5, ""c3_case_id"": ""C3-amphan_2020_peak-S20260830"", ""c3_claim"": ""offsite_envelope"", ""c3_layer"": ""L3"", ""c3_order"": 24, ""c3_response_state"": ""NOT_MATERIALIZED"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""grade"": ""A"", ""group"": ""G3_bob"", ""gust_mps"": null, ""id"": ""amphan_2020_peak"", ""n"": 24, ""name_cn"": ""2020安攀峰值"", ""source_case_index"": 22, ""source_i08_case_id"": ""I08-amphan_2020_peak-S20260805"", ""source_name_cn"": ""气旋安攀巅峰(孟加拉湾最强)"", ""source_stationarity"": ""stationary_ok"", ""stationary"": true, ""wind_pressure_index"": 2.6647}"
authority-record:amphan_2020_peak,SourceAuthorityRecord,"{""Davenport_C"": ""8.0"", ""Iu"": ""0.12"", ""Kaimal_Lu_m"": ""120.0"", ""Kaimal_Lw_m"": ""60.0"", ""U10_sustained_ms"": ""63.5"", ""U_deck_ms"": ""77.52620072165705"", ""case_index"": ""22"", ""category"": ""monsoon"", ""coherence_model"": ""Davenport_exp"", ""confidence"": ""A"", ""derived_seed"": ""20260805"", ""derived_u_component_seed"": ""20260816"", ""derived_w_component_seed"": ""20260834"", ""dt_s"": ""0.05"", ""duration_s"": ""600.0"", ""github_scenario_id"": ""amphan_2020_peak"", ""github_seed_status"": ""NOT_PRESENT_IN_GITHUB_SPECTRAL_SWEEP"", ""gust3s_ms"": """", ""gust3s_role"": ""METADATA_ONLY_NOT_CONSUMED_BY_WIND_GENERATION"", ""i08_case_id"": ""I08-amphan_2020_peak-S20260805"", ""materialization_status"": ""NOT_MATERIALIZED_MATRIX_ONLY"", ""maximum_frequency_hz"": ""5.0"", ""minimum_frequency_hz"": ""0.0016666666666666668"", ""minimum_frequency_policy"": ""GitHub_N_GRID_min_5e-4_Hz_raised_to_1_over_600_for_periodic_600s_record"", ""name_cn"": ""气旋安攀巅峰(孟加拉湾最强)"", ""note_cn"": ""IMD 66.7/1.05 = 63.5; 登陆西孟加拉时降至 1-min 175 km/h. Sweep CSV still 63.0 until S5 replay."", ""region"": ""孟加拉湾"", ""representative_event"": ""Amphan 2020-05-18, IMD 3-min 240 km/h / JTWC 1-min 270 km/h, 920 hPa"", ""sample_count"": ""12000"", ""sigma_u_definition"": ""sigma_u=Iu*U10_not_Iu*U_deck"", ""sigma_w_over_sigma_u"": ""0.5"", ""solver_execution_status"": ""NOT_EXECUTED"", ""source"": ""IMD/JTWC via Wikipedia Cyclone Amphan"", ""stationarity"": ""stationary_ok"", ""structural_damping_ratio"": ""0.005"", ""wind_profile"": ""U_deck=U10*ln(60/0.003)/ln(10/0.003)"", ""wind_spectrum"": ""Kaimal""}"
github-event:amphan_2020_peak,GitHubEvent,"{""scenario_id"": ""amphan_2020_peak"", ""source_case_index"": 22, ""source_stationarity"": ""stationary_ok""}"
evidence-bundle:C3-amphan_2020_peak-S20260830,ResultEvidenceBundle,"{""authority_bound"": true, ""c3_response_state"": ""NOT_MATERIALIZED"", ""modal_receipt_bound"": true, ""numerical_response_metrics"": false, ""scope"": ""C3_MODEL_MIGRATION""}"
response:C3-amphan_2020_peak-S20260830,C3CaseResponse,"{""state"": ""NOT_MATERIALIZED"", ""transferred_numeric_values"": false}"
trace:C3-amphan_2020_peak-S20260830,AgentTrace,"{""dispatch"": false, ""final_status"": ""NOT_ARMED""}"
legacy-result:amphan_2020_peak,LegacyResultPointer,"{""case_id"": ""amphan_2020_peak"", ""source_commit"": ""3b135b2c1a1b5c961ce68a101a0414fa0b525d85"", ""source_file_sha256"": ""e5bb379a64a091e8fdb561c7c4689af345d397677aefdd18322bc54db41d1a49"", ""source_i08_case_id"": ""I08-amphan_2020_peak-S20260805"", ""source_model"": ""Double-MCT"", ""source_path"": ""catwalk-fem/ccx-results/CW-CCX-GH43-BUF-20260830-I08-double-mct-rom/results/I08_43CASE_MASTER.csv"", ""source_row_key"": ""I08-amphan_2020_peak-S20260805"", ""use_as_c3_truth"": false}"
decision:C3-amphan_2020_peak-S20260830:1,AgentDecision,"{""agent"": ""AuthorityAgent"", ""decision"": ""C3_CASE_AUTHORITY_CONFIRMED"", ""facts"": {""c3_order"": 24, ""case_id"": ""amphan_2020_peak"", ""grade"": ""A"", ""source_case_index"": 22, ""source_i08_case_id"": ""I08-amphan_2020_peak-S20260805""}, ""status"": ""PASS"", ""step"": 1}"
decision:C3-amphan_2020_peak-S20260830:2,AgentDecision,"{""agent"": ""SolverEvidenceAgent"", ""decision"": ""C3_MODAL_EVIDENCE_BOUND_CASE_RESPONSE_NOT_MATERIALIZED"", ""facts"": {""case_response"": ""NOT_MATERIALIZED"", ""deck_sha256"": ""667c504770b99d4a3c484a114e16bb7c048c883d3a004f3e10dd71536f33dc86"", ""modal_modes"": 14}, ""status"": ""MODAL_EVIDENCE_ONLY"", ""step"": 2}"
decision:C3-amphan_2020_peak-S20260830:3,AgentDecision,"{""agent"": ""PhysicsBoundaryAgent"", ""decision"": ""AWAITING_C3_CASE_RESPONSE"", ""facts"": {""c3_layer"": ""L3"", ""c3_stationary_eligible"": true, ""claim"": ""offsite_envelope"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""legacy_value_transfer"": false, ""source_stationarity"": ""stationary_ok""}, ""status"": ""AWAITING_C3_CASE_RESPONSE"", ""step"": 3}"
decision:C3-amphan_2020_peak-S20260830:4,AgentDecision,"{""agent"": ""WarningPolicyAgent"", ""decision"": ""NOT_ARMED"", ""facts"": {""c3_response"": ""NOT_MATERIALIZED"", ""dispatch"": false, ""physics_decision"": ""AWAITING_C3_CASE_RESPONSE""}, ""status"": ""NOT_ARMED"", ""step"": 4}"
case:C3-ef3_anchor-S20260830,C3WindCase,"{""U10_mps"": 47.2, ""c3_case_id"": ""C3-ef3_anchor-S20260830"", ""c3_claim"": ""envelope_only"", ""c3_layer"": ""L4"", ""c3_order"": 25, ""c3_response_state"": ""NOT_MATERIALIZED"", ""classification_disposition"": ""UNCHANGED_REFERENCE_ONLY"", ""grade"": ""B"", ""group"": ""G4_tornado"", ""gust_mps"": 67.0, ""id"": ""ef3_anchor"", ""n"": 25, ""name_cn"": ""EF3锚点"", ""source_case_index"": 25, ""source_i08_case_id"": ""I08-ef3_anchor-S20260805"", ""source_name_cn"": ""EF3龙卷锚点"", ""source_stationarity"": ""reference_only"", ""stationary"": false, ""wind_pressure_index"": 1.472261}"
authority-record:ef3_anchor,SourceAuthorityRecord,"{""Davenport_C"": ""8.0"", ""Iu"": ""0.25"", ""Kaimal_Lu_m"": ""120.0"", ""Kaimal_Lw_m"": ""60.0"", ""U10_sustained_ms"": ""47.2"", ""U_deck_ms"": ""57.62577439468052"", ""case_index"": ""25"", ""category"": ""tornado"", ""coherence_model"": ""Davenport_exp"", ""confidence"": ""B"", ""derived_seed"": ""20260805"", ""derived_u_component_seed"": ""20260816"", ""derived_w_component_seed"": ""20260834"", ""dt_s"": ""0.05"", ""duration_s"": ""600.0"", ""github_scenario_id"": ""ef3_anchor"", ""github_seed_status"": ""NOT_PRESENT_IN_GITHUB_SPECTRAL_SWEEP"", ""gust3s_ms"": ""67.0"", ""gust3s_role"": ""METADATA_ONLY_NOT_CONSUMED_BY_WIND_GENERATION"", ""i08_case_id"": ""I08-ef3_anchor-S20260805"", ""materialization_status"": ""NOT_MATERIALIZED_MATRIX_ONLY"", ""maximum_frequency_hz"": ""5.0"", ""minimum_frequency_hz"": ""0.0016666666666666668"", ""minimum_frequency_policy"": ""GitHub_N_GRID_min_5e-4_Hz_raised_to_1_over_600_for_periodic_600s_record"", ""name_cn"": ""EF3龙卷锚点"", ""note_cn"": ""取区间中值67; 非平稳小尺度, 仅量级参考; U10=67/1.42 为名义换算"", ""region"": ""通用"", ""representative_event"": ""EF3 = 61-73 m/s 3秒阵风"", ""sample_count"": ""12000"", ""sigma_u_definition"": ""sigma_u=Iu*U10_not_Iu*U_deck"", ""sigma_w_over_sigma_u"": ""0.5"", ""solver_execution_status"": ""NOT_EXECUTED"", ""source"": ""Enhanced Fujita scale; 郑永光等《风速等级标准与阜宁龙卷强度估计》气象2016 (含m/s对照表)"", ""stationarity"": ""reference_only"", ""structural_damping_ratio"": ""0.005"", ""wind_profile"": ""U_deck=U10*ln(60/0.003)/ln(10/0.003)"", ""wind_spectrum"": ""Kaimal""}"
github-event:ef3_anchor,GitHubEvent,"{""scenario_id"": ""ef3_anchor"", ""source_case_index"": 25, ""source_stationarity"": ""reference_only""}"
evidence-bundle:C3-ef3_anchor-S20260830,ResultEvidenceBundle,"{""authority_bound"": true, ""c3_response_state"": ""NOT_MATERIALIZED"", ""modal_receipt_bound"": true, ""numerical_response_metrics"": false, ""scope"": ""C3_MODEL_MIGRATION""}"
response:C3-ef3_anchor-S20260830,C3CaseResponse,"{""state"": ""NOT_MATERIALIZED"", ""transferred_numeric_values"": false}"
trace:C3-ef3_anchor-S20260830,AgentTrace,"{""dispatch"": false, ""final_status"": ""NOT_ARMED""}"
legacy-result:ef3_anchor,LegacyResultPointer,"{""case_id"": ""ef3_anchor"", ""source_commit"": ""3b135b2c1a1b5c961ce68a101a0414fa0b525d85"", ""source_file_sha256"": ""e5bb379a64a091e8fdb561c7c4689af345d397677aefdd18322bc54db41d1a49"", ""source_i08_case_id"": ""I08-ef3_anchor-S20260805"", ""source_model"": ""Double-MCT"", ""source_path"": ""catwalk-fem/ccx-results/CW-CCX-GH43-BUF-20260830-I08-double-mct-rom/results/I08_43CASE_MASTER.csv"", ""source_row_key"": ""I08-ef3_anchor-S20260805"", ""use_as_c3_truth"": false}"
decision:C3-ef3_anchor-S20260830:1,AgentDecision,"{""agent"": ""AuthorityAgent"", ""decision"": ""C3_CASE_AUTHORITY_CONFIRMED"", ""facts"": {""c3_order"": 25, ""case_id"": ""ef3_anchor"", ""grade"": ""B"", ""source_case_index"": 25, ""source_i08_case_id"": ""I08-ef3_anchor-S20260805""}, ""status"": ""PASS"", ""step"": 1}"
decision:C3-ef3_anchor-S20260830:2,AgentDecision,"{""agent"": ""SolverEvidenceAgent"", ""decision"": ""C3_MODAL_EVIDENCE_BOUND_CASE_RESPONSE_NOT_MATERIALIZED"", ""facts"": {""case_response"": ""NOT_MATERIALIZED"", ""deck_sha256"": ""667c504770b99d4a3c484a114e16bb7c048c883d3a004f3e10dd71536f33dc86"", ""modal_modes"": 14}, ""status"": ""MODAL_EVIDENCE_ONLY"", ""step"": 2}"
decision:C3-ef3_anchor-S20260830:3,AgentDecision,"{""agent"": ""PhysicsBoundaryAgent"", ""decision"": ""REFERENCE_ONLY_C3_ENVELOPE"", ""facts"": {""c3_layer"": ""L4"", ""c3_stationary_eligible"": false, ""claim"": ""envelope_only"", ""classification_disposition"": ""UNCHANGED_REFERENCE_ONLY"", ""legacy_value_transfer"": false, ""source_stationarity"": ""reference_only""}, ""status"": ""REFERENCE_ONLY_C3_ENVELOPE"", ""step"": 3}"
decision:C3-ef3_anchor-S20260830:4,AgentDecision,"{""agent"": ""WarningPolicyAgent"", ""decision"": ""NOT_ARMED"", ""facts"": {""c3_response"": ""NOT_MATERIALIZED"", ""dispatch"": false, ""physics_decision"": ""REFERENCE_ONLY_C3_ENVELOPE""}, ""status"": ""NOT_ARMED"", ""step"": 4}"
case:C3-ef4_anchor-S20260830,C3WindCase,"{""U10_mps"": 57.7, ""c3_case_id"": ""C3-ef4_anchor-S20260830"", ""c3_claim"": ""envelope_only"", ""c3_layer"": ""L4"", ""c3_order"": 26, ""c3_response_state"": ""NOT_MATERIALIZED"", ""classification_disposition"": ""UNCHANGED_REFERENCE_ONLY"", ""grade"": ""B"", ""group"": ""G4_tornado"", ""gust_mps"": 82.0, ""id"": ""ef4_anchor"", ""n"": 26, ""name_cn"": ""EF4锚点"", ""source_case_index"": 26, ""source_i08_case_id"": ""I08-ef4_anchor-S20260805"", ""source_name_cn"": ""EF4龙卷锚点"", ""source_stationarity"": ""reference_only"", ""stationary"": false, ""wind_pressure_index"": 2.200151}"
authority-record:ef4_anchor,SourceAuthorityRecord,"{""Davenport_C"": ""8.0"", ""Iu"": ""0.25"", ""Kaimal_Lu_m"": ""120.0"", ""Kaimal_Lw_m"": ""60.0"", ""U10_sustained_ms"": ""57.7"", ""U_deck_ms"": ""70.44506742739546"", ""case_index"": ""26"", ""category"": ""tornado"", ""coherence_model"": ""Davenport_exp"", ""confidence"": ""B"", ""derived_seed"": ""20260805"", ""derived_u_component_seed"": ""20260816"", ""derived_w_component_seed"": ""20260834"", ""dt_s"": ""0.05"", ""duration_s"": ""600.0"", ""github_scenario_id"": ""ef4_anchor"", ""github_seed_status"": ""NOT_PRESENT_IN_GITHUB_SPECTRAL_SWEEP"", ""gust3s_ms"": ""82.0"", ""gust3s_role"": ""METADATA_ONLY_NOT_CONSUMED_BY_WIND_GENERATION"", ""i08_case_id"": ""I08-ef4_anchor-S20260805"", ""materialization_status"": ""NOT_MATERIALIZED_MATRIX_ONLY"", ""maximum_frequency_hz"": ""5.0"", ""minimum_frequency_hz"": ""0.0016666666666666668"", ""minimum_frequency_policy"": ""GitHub_N_GRID_min_5e-4_Hz_raised_to_1_over_600_for_periodic_600s_record"", ""name_cn"": ""EF4龙卷锚点"", ""note_cn"": ""区间中值82; 同上"", ""region"": ""通用"", ""representative_event"": ""EF4 = 74-90 m/s 3秒阵风"", ""sample_count"": ""12000"", ""sigma_u_definition"": ""sigma_u=Iu*U10_not_Iu*U_deck"", ""sigma_w_over_sigma_u"": ""0.5"", ""solver_execution_status"": ""NOT_EXECUTED"", ""source"": ""同上"", ""stationarity"": ""reference_only"", ""structural_damping_ratio"": ""0.005"", ""wind_profile"": ""U_deck=U10*ln(60/0.003)/ln(10/0.003)"", ""wind_spectrum"": ""Kaimal""}"
github-event:ef4_anchor,GitHubEvent,"{""scenario_id"": ""ef4_anchor"", ""source_case_index"": 26, ""source_stationarity"": ""reference_only""}"
evidence-bundle:C3-ef4_anchor-S20260830,ResultEvidenceBundle,"{""authority_bound"": true, ""c3_response_state"": ""NOT_MATERIALIZED"", ""modal_receipt_bound"": true, ""numerical_response_metrics"": false, ""scope"": ""C3_MODEL_MIGRATION""}"
response:C3-ef4_anchor-S20260830,C3CaseResponse,"{""state"": ""NOT_MATERIALIZED"", ""transferred_numeric_values"": false}"
trace:C3-ef4_anchor-S20260830,AgentTrace,"{""dispatch"": false, ""final_status"": ""NOT_ARMED""}"
legacy-result:ef4_anchor,LegacyResultPointer,"{""case_id"": ""ef4_anchor"", ""source_commit"": ""3b135b2c1a1b5c961ce68a101a0414fa0b525d85"", ""source_file_sha256"": ""e5bb379a64a091e8fdb561c7c4689af345d397677aefdd18322bc54db41d1a49"", ""source_i08_case_id"": ""I08-ef4_anchor-S20260805"", ""source_model"": ""Double-MCT"", ""source_path"": ""catwalk-fem/ccx-results/CW-CCX-GH43-BUF-20260830-I08-double-mct-rom/results/I08_43CASE_MASTER.csv"", ""source_row_key"": ""I08-ef4_anchor-S20260805"", ""use_as_c3_truth"": false}"
decision:C3-ef4_anchor-S20260830:1,AgentDecision,"{""agent"": ""AuthorityAgent"", ""decision"": ""C3_CASE_AUTHORITY_CONFIRMED"", ""facts"": {""c3_order"": 26, ""case_id"": ""ef4_anchor"", ""grade"": ""B"", ""source_case_index"": 26, ""source_i08_case_id"": ""I08-ef4_anchor-S20260805""}, ""status"": ""PASS"", ""step"": 1}"
decision:C3-ef4_anchor-S20260830:2,AgentDecision,"{""agent"": ""SolverEvidenceAgent"", ""decision"": ""C3_MODAL_EVIDENCE_BOUND_CASE_RESPONSE_NOT_MATERIALIZED"", ""facts"": {""case_response"": ""NOT_MATERIALIZED"", ""deck_sha256"": ""667c504770b99d4a3c484a114e16bb7c048c883d3a004f3e10dd71536f33dc86"", ""modal_modes"": 14}, ""status"": ""MODAL_EVIDENCE_ONLY"", ""step"": 2}"
decision:C3-ef4_anchor-S20260830:3,AgentDecision,"{""agent"": ""PhysicsBoundaryAgent"", ""decision"": ""REFERENCE_ONLY_C3_ENVELOPE"", ""facts"": {""c3_layer"": ""L4"", ""c3_stationary_eligible"": false, ""claim"": ""envelope_only"", ""classification_disposition"": ""UNCHANGED_REFERENCE_ONLY"", ""legacy_value_transfer"": false, ""source_stationarity"": ""reference_only""}, ""status"": ""REFERENCE_ONLY_C3_ENVELOPE"", ""step"": 3}"
decision:C3-ef4_anchor-S20260830:4,AgentDecision,"{""agent"": ""WarningPolicyAgent"", ""decision"": ""NOT_ARMED"", ""facts"": {""c3_response"": ""NOT_MATERIALIZED"", ""dispatch"": false, ""physics_decision"": ""REFERENCE_ONLY_C3_ENVELOPE""}, ""status"": ""NOT_ARMED"", ""step"": 4}"
case:C3-ef5_anchor-S20260830,C3WindCase,"{""U10_mps"": 66.9, ""c3_case_id"": ""C3-ef5_anchor-S20260830"", ""c3_claim"": ""envelope_only"", ""c3_layer"": ""L4"", ""c3_order"": 27, ""c3_response_state"": ""NOT_MATERIALIZED"", ""classification_disposition"": ""UNCHANGED_REFERENCE_ONLY"", ""grade"": ""B"", ""group"": ""G4_tornado"", ""gust_mps"": 95.0, ""id"": ""ef5_anchor"", ""n"": 27, ""name_cn"": ""EF5锚点"", ""source_case_index"": 27, ""source_i08_case_id"": ""I08-ef5_anchor-S20260805"", ""source_name_cn"": ""EF5龙卷锚点"", ""source_stationarity"": ""reference_only"", ""stationary"": false, ""wind_pressure_index"": 2.957693}"
